,answerKey,question,choices
133,D,Where might a ferret get tangled?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['petting zoo', 'cage', 'own home', ""mother's hair"", 'trouser leg'],
      dtype=object)}"
134,E,What can happen when eating breakfast but not choosing the amount of food correctly?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['indigestion', 'heartburn', 'stomach ache', 'gain energy',
       'overeating'], dtype=object)}"
135,C,"People want to explore space, so what should they use to do it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['public place', 'roadblock', 'space shuttle', 'hoverboard',
       'supermarket'], dtype=object)}"
136,C,Oil can fix the squeak on the hinges on what that you open or close when you drive to the store?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['french door', 'car door', 'car door', 'swing door',
       'exterior door'], dtype=object)}"
137,B,"A person regrets their actions, what are they likely to have?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['deception', 'bad feelings', 'live in poverty', 'indigestion',
       'schizophrenia'], dtype=object)}"
138,C,Billy went away because his parents were fighting and he didn't want to stay where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['home team', 'present', 'at home', 'come back', 'charming'],
      dtype=object)}"
139,C,"John was stuck in his house.  He couldn't get out the door.  He was very frightened when the smoke detectors went off, but luckily it was a false alarm.  Why might he be stuck?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fire', 'belong to', 'winter storm', 'face south', 'burn down'],
      dtype=object)}"
140,E,Where would you use a changing room before gym?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gym', 'clothing store', ""change baby's diaper"",
       'department store', 'schools'], dtype=object)}"
141,D,"The route passenger was flipping through a magazine, he was bored waiting for his ride where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shop', 'work', 'rack', 'bus depot', 'newsstand'], dtype=object)}"
142,E,When one wishes to analyse a subject you must do what at great length?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['look at', 'use calculator', 'come to conclusion', 'learn new',
       'think about'], dtype=object)}"
143,A,What continent is a marmot likely to be found on?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['south america', 'outside', 'new zealand', 'wilderness', 'jungle'],
      dtype=object)}"
144,A,When shopping for an expensive product you should do what to make sure you get the best deal?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['compare prices', 'standing in line', 'meeting friends',
       'live without it', 'purchasing'], dtype=object)}"
145,A,What country has with the capital of Amsterdam has a Fortis bank?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['netherlands', 'utrecht', 'brussels', 'belgium', 'denmark'],
      dtype=object)}"
146,E,Why would you eat fruit?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['monkey', 'go off', 'keep fresh', 'market', 'taste sweet'],
      dtype=object)}"
147,D,"From the groups having fun to the falling pins, you'll hear a lot of noise where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['classroom', 'state fair', 'movie theatre', 'bowling alley',
       'carnival'], dtype=object)}"
148,B,"If you wanted to move cargo at a low price and time wasn't an issue, what vehicle would you use?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['train', 'boat', 'airplane', ""ship's hold"", 'train'], dtype=object)}"
149,C,Where would an apple tree be near the grave site of Nelson Mandella?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sunshine', 'closer', 'south africa', 'bloom', 'fields'],
      dtype=object)}"
150,D,What is used to make beans into a drink?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['coffee', 'kitchen', 'food store', 'cooking pot', 'cooking'],
      dtype=object)}"
151,C,Where is a student likely to be focused on computers?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['library', 'space shuttle', 'mit', 'dormitory', 'post office'],
      dtype=object)}"
152,C,When you examine thing at a store for a long time you feel this?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['know what', 'angry', 'might want', 'interested in', 'interesting'],
      dtype=object)}"
153,B,What do birds have that can fall off?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['two wings', 'feathers', 'beak', 'two legs', 'keeping in zoo'],
      dtype=object)}"
154,D,"He had chosen to live a fulfilling life, he was content in the end and died with no regrets as he took his last what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['read book', 'go to school', 'breathing', 'breathe', 'journey'],
      dtype=object)}"
155,A,What type of presentation might be set up on a table?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['demonstration', 'conference', 'furniture store', 'dance program',
       'dining room'], dtype=object)}"
156,B,Why did his eyes close and he begin to snore while listening to music that was quiet?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['relaxation', 'fall asleep', 'deafness', 'resting', 'calm'],
      dtype=object)}"
157,B,Where is the strategic gold reserve in the U.S.?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jewelery', 'fort knox', 'church', 'jewelry store',
       'treasure chest'], dtype=object)}"
158,A,What could silicone get stuck to and cause irritation?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['contact lens', 'hardware store', 'artificial breasts', 'tube',
       'home'], dtype=object)}"
159,B,Where are you likely to find just a few words?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['books', 'sentence', 'newspaper', 'mouth', 'ring true'],
      dtype=object)}"
160,E,"The moon was seen surrounded by stars, when was it seen by people?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['magic', 'outer space', 'air', 'universe', 'night sky'],
      dtype=object)}"
161,A,Where can you store a book you won't need for a while nearby to fabric items you wear?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['closet', 'desk', 'library of congress', 'classroom', 'bookshelf'],
      dtype=object)}"
162,D,What doorway is likely to have a large wooden door?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['home', 'airport', 'skyscraper', 'castle', 'every building'],
      dtype=object)}"
163,C,A saltshaker is often used with what container for lipids?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen cupboard', 'cabinet', 'cruet', 'teaspoon',
       'table setting'], dtype=object)}"
164,B,Where would you find sugar in a town?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['coffee', 'every home', ""neighbor's house"", 'cupboard', 'drawer'],
      dtype=object)}"
165,B,What would you need to do to live life?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['death', 'breathe', 'experience things', 'money', 'growing older'],
      dtype=object)}"
166,A,Where can a grain of sand cause a person a lot of pain and possible damage sight?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eye', 'clam', 'bathing suit', 'shoes', 'beach'], dtype=object)}"
167,D,where do you have dressing rooms for all types of things?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gym', 'body', 'clothing store', 'department store', 'closet'],
      dtype=object)}"
168,E,"The act of traveling is simple, you're just what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['relocation', 'disorientation', 'meeting new people', 'statue',
       'getting somewhere'], dtype=object)}"
169,B,If your opponents in a marathon is very fast it is easy to fall what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lightly', 'behind', 'train', 'slowly', 'sitfast'], dtype=object)}"
170,C,"She got a snack and drink and laid back in her chaise lounge, the day was finally over and she could just read book and what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['choose one', 'open up', 'get comfortable',
       'plot world domination', 'learn to read'], dtype=object)}"
171,E,A lonely and mentally disturbed person may begin doing what for conversation?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cast shadow', 'cross street', 'continue learning',
       'shadow puppet', 'talk to himself'], dtype=object)}"
172,C,"The weather was nice, but Sean didn't count on that. He knew it could do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['look beautiful', 'storm for days', 'change quickly',
       'start raining', 'surprise us'], dtype=object)}"
173,C,"After running twenty six miles, what physical feeling is nearly every person likely to feel?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['excruciating pain', 'bloody legs', 'exhaustion', 'death',
       'passing out'], dtype=object)}"
174,E,"Billy thought that there wasn't any point to hunting foxes. Besides, it was too dry to find many.  Where might he have been?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hen house', 'florida', 'new hampshire', 'north dakota',
       'arkansas'], dtype=object)}"
175,D,"What would you do if you want to eat dinner, but do not have any raw ingredients?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cook food', 'cook food', 'prepare food', 'buy food', 'have food'],
      dtype=object)}"
176,B,What do you want to do when you love something?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['please parents', 'get', 'make a promise', 'reproduce',
       'obstruct justice'], dtype=object)}"
177,E,Where is the lawnmower I hear from across the street?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shed', 'garage', 'cutting grass', 'lawn', ""neighbor's house""],
      dtype=object)}"
178,A,Punishing innocent people with the death penalty should cause what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['public outrage', 'get angry', 'going to jail', 'feel guilty',
       'hatred'], dtype=object)}"
179,D,"The cocky lead character beat the odds again, he then made a quip about ever rule having its what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['capsulize idea', 'train', 'suck', 'exception', 'anarchy'],
      dtype=object)}"
180,B,In the Roman Empire a person who was not of noble birth was called a what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['inferior', 'plebeian', 'priest', 'common', 'ignoble'],
      dtype=object)}"
181,B,How can people best have a conversation?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learn from each other', 'face each other', 'enjoy themselves',
       'group together', 'call each other'], dtype=object)}"
182,A,Sarah knew that bob was a gentleman because he took her to a show and was stylish in his what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tuxedo', 'big house', 'church', 'town', 'movie'], dtype=object)}"
183,E,"The electric fan had gotten too loud and was bothering others, though they allowed many personal things on desks he was required to turn it off where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['closet', 'hallway', 'hot room', 'home', 'office'], dtype=object)}"
184,A,"Boredom led him to go out to the bar, there were many characters there and he what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['meet interesting people', 'play games', 'field', 'skateboard',
       'listen to music'], dtype=object)}"
185,A,What do you need to write a letter?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have paper', 'literate', 'not give up', 'move fingers',
       'to keep warm'], dtype=object)}"
186,A,Where would you carry a pen as you go through your day?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pocket', 'office supply store', ""friend's house"", 'desk drawer',
       'city hall'], dtype=object)}"
187,C,"She was known for be soft and sensitive, but when all their wills were tested she was the only one who stood what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['non sensitive', 'resistant', 'stoic', 'hardened', 'uncaring'],
      dtype=object)}"
188,E,Where is a warm water anemone likely to be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['florist', 'atlantic ocean', 'nursery', 'sea water',
       'south pacific'], dtype=object)}"
189,D,What happens to someone wading while fishing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['happiness', 'getting drunk', 'anger', 'wet clothes',
       'catching fish'], dtype=object)}"
