,premise,hypothesis,label
340,A man using ski gear is jumping through the air near a brick building and blue guardrails.,A man is jumping.,0
341,Four musicians play their instruments on the street while a young man on a bike stands by to listen.,four musicians play freebird,1
342,The dog barks madly at the bull in the pen.,The farmer's dog is happily eating a treat on the porch.,2
343,Some Marines in an honor guard are carrying flags and marching in a low key parade in front of a few spectators sitting on a curb.,The people are in a parade.,0
344,Four people are jumping from the top of a flight of stairs.,More than 3 people are jumping from the stairs.,0
345,the tiger is being trained by the man,The tiger is being trained by the man for an upcoming magic trick show.,1
346,A man with a green pack using his pole to point to snowcapped mountains.,A man is going to camp at the foot of the mountain.,1
347,A dog with mouth open to catch the red ball.,A dog is trying to catch a ball.,0
348,Two men participating in martial arts training inside a building.,The two men are training.,0
349,Women selling produce on the side of a busy street.,A vendor sells her produce on a busy street.,0
350,"A little girl wearing a hat, playing surrounded by a wheelbarrow with wood in the background and a building.",A young girl is playing on her farm.,1
351,A person spreading glue on the sole of a shoe,A man spreading glue on the sole of a shoe.,1
352,A man with a colorful array of pinwheels is standing in front of some people on motorbikes.,A man with a vibrant selection of pinwheels is standing in front of some bikers.,0
353,The crowd watches as a skateboarder performs his stunts on a skate wall.,A rollerblader practices in an empty skate park.,2
354,A child standing next to a large tree.,a child is standing,0
355,"A middle-aged male with brunette hair, sitting in a green chair, writing in a notebook, sitting by a phone booth.",a man with brunette hair,0
356,A girl in a gray shirt puts her hands over her head in a gesture.,A girl in a gray shirt has her hands in the air.,0
357,A red-haired woman looks off-camera.,A blonde looks away from the camera,2
358,A family is praying to an ornate statue.,Jesus is preparing to smite them.,2
359,A woman wearing a white tank top is brushing her hair out of her face with her hand.,A woman is brushing her red hair out of her face.,1
360,A man wearing an orange shirt and blue hard hat is measuring an area.,A surveryor is surveying the area.,1
361,An extreme bicyclist is performing a jump with his bicycle and rotating the bicycle while he is in the air.,A  bicyclist jumps to win the next x games competition,1
362,A professor stand at the front of a room next to a projector screen.,A professor standing next to a projector screen.,0
363,A dog jumps off the stairs.,A cat is sleeping on the stairs.,2
364,Cheerleaders in red and white uniforms cheering in the street.,Cheerleaders cheer in the street,0
365,A man in jeans with white paint stains on them is standing on a short ladder working on the front of a store.,A man is standing on a ladder outside of a store.,0
366,There are several people on a boat and one is person is dropping their drawers and mooning passersby.,two men moon a goat in a fiels,2
367,Woman dressed in a blue bodysuit ice skates low to the ice.,Olympic figure skater practices.,1
368,A gloved man palms forward in front of arranged clothes.,A man palms forward in front of clothes.,0
369,A white greyhound dog wearing the number eight is running on a track.,The dog is sitting down.,2
370,People surfing in the water on a bug wave.,No one is surfing.,2
371,An older woman in a kimono is listening to something with headphones.,A small child is listening to something with headphones.,2
372,An elderly man and child in front of a fire,Two people by a fire.,0
373,A man holds a woman as another couple walk up the steps towards them.,A couple is hugging each other while waiting for their friends,1
374,Four band members play on a red stage in front of a big heart.,Four band members play in front of a small crowd.,1
375,This smiling man in a reddish jumpsuit is fixing or tweaking up a tire of some sort.,A man wearing blue is pumping gas in a car.,2
376,A climber wearing a blue helmet and headlamp is attached to a rope on the rock face.,A person is attempting to scale a rock formation.,0
377,A man dressed in orange and black is running a marathon through the streets as people watch.,The man is running a marathon.,0
378,A drummer is playing while wearing sunglasses.,A guitarist is playing.,2
379,A woman is holding a picture of a girl lying on the ground.,A person is holding a picture of a girl.,0
380,"Two men, one wearing a cowboy hat and a black shirt and the other with his eyes closed and wearing a black baseball cap and a plaid blue shirt are playing guitars, as a woman with a plastic cup watches.",People are practicing with their guitars.,1
381,Three men stand at a bar with drinks.,Three guys are at a concert.,2
382,A large brown dog and small black dog walk on the snow.,The two dogs are in the car.,2
383,"Two men in black jumped with arms raised on a tennis court, as the opposing team in white walk towards the net.",Four tennis players were running on the court.,2
384,Two dogs play in tall grass.,Two dogs chase one another through the grass.,1
385,A guy standing on a fire escape of a tall building with his arms spread wide.,A man is outdoors.,0
386,A man with a red shirt holding a sign.,The man is a panhandler.,1
387,A couple in a blue paddle boat with the number 51 on the side.,The couple are renting a paddle boat on a rainy day.,1
388,"A person wearing a Darth Vader outfit and holding a violin and violin bow, is standing beside a cement wall, and is playing for some people.",There is a person in a Darth Vader outfit playing violin.,0
389,"A person, dressed as ""Santa Claus"", is wearing a red coat and standing in a crowded room of people while a few people take pictures.",Everyone is trying to get holiday photos.,1
390,A older man wearing a bandanna on and a biker shirt.,The man is sitting on a motorcycle.,1
391,Boy playing on the grass with an orange ball.,The boy was eating too.,1
