,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
96,lsmdc0041_The_Sixth_Sense-67689,18736,Someone's sad eyes stare up at someone. The surface of someone's desk,Someone's sad eyes stare up at someone.,The surface of someone's desk,gold,reflects a person silhouette.,has been installed for a pulse.,is covered with open texts.,is blown down by the piles of hanging stones.,2
97,anetv_U89hsv1dzuQ,11894,Man is smoking a cigarrette in a dark street. man,Man is smoking a cigarrette in a dark street.,man,gold,is wearing a white t shirt smoking a cigarrette and watching to the camera.,is walking in a street holding a hot white lawn mower.,is wearing a dark shirt with handlebar pipes in the parking lot.,spits wine into a bath tub.,0
98,anetv_7FPvAakfM9Y,13531,"He appears to be singing, and slides back and forth. The floor","He appears to be singing, and slides back and forth.",The floor,gold,sways to the music as he looks up.,is turned away; everyone stopped to kiss and foreheads on the edge.,spins several times and fends breaks both.,is shiny and clean as he works.,3
99,lsmdc1008_Spider-Man2-75173,2481,"Someone watches her, then closes his eyes and shakes his head incredulously. He","Someone watches her, then closes his eyes and shakes his head incredulously.",He,gen,watches her leave from the doorway and turns back on.,continues down the corridor to the first class stairs.,looks hesitantly at the thin mannequin.,peers down at the girl and rubs her eyebrow.,0
100,lsmdc0020_Raising_Arizona-57237,4493,"He hands her the infant, then hands her the copy of someone's Baby and Child Care. Someone","He hands her the infant, then hands her the copy of someone's Baby and Child Care.",Someone,gold,nods as he pulls away from the curb.,enters the living room as someone arrives at her bedside.,hands the bucket to the paint - guilt paint with paint.,carries a guitar and strange women on the dock.,0
101,lsmdc3048_LITTLE_FOCKERS-23066,13741,"At the apartment, someone turns on a light in the coat closet. He","At the apartment, someone turns on a light in the coat closet.",He,gen,pauses to pick up his coat.,scoops someone up then sets her down on the bed.,opens the doorway to someone who lies back in bed.,dumps a newspaper into a wall.,0
102,anetv_LKf1eTzmK14,10587,A man is talking to the camera. Various runners,A man is talking to the camera.,Various runners,gold,are then shown on the stilts in different locations.,are shown of people that depicts an ice hockey game in the distance.,are running in cars and doing stunts on front skate metal.,are shown in distress and talking to the camera.,3
103,lsmdc1007_Spider-Man1-74344,9623,"He raises his right hand, a fork is sticking to his palm. He","He raises his right hand, a fork is sticking to his palm.",He,gold,sprinkles pop and rolls into the water.,picks it up and closes around his watch.,can't shake it off.,stares at his drink and smiles.,2
104,lsmdc3057_ROBIN_HOOD-27602,669,"Now, servants hurry out of the kitchen carrying bowls of food into the banquet hall. Someone","Now, servants hurry out of the kitchen carrying bowls of food into the banquet hall.",Someone,gen,"steps quickly into the kitchen, closing the door behind him.",kisses someone in the back of the car.,is looking into the salesman's apartment.,carries a plastic bag with books over one shoulder.,0
105,lsmdc3089_XMEN_FIRST_CLASS-43594,14891,"They both disappear, then land on the beach. Someone","They both disappear, then land on the beach.",Someone,gen,looks around the island and waves.,zips his chocolate ice back.,turns his head as someone sleeps.,"is striding across the jungle, heading for his enemy.",0
106,lsmdc0009_Forrest_Gump-50146,14300,Someone runs from the chasing room. The boys on the bikes,Someone runs from the chasing room.,The boys on the bikes,gold,"peddle faster as they gain on someone, running.",scramble out after them which someone squirts him off.,lift an empty cellphone to the floor.,stand suspended at speed.,0
107,lsmdc3070_THE_CALL-32988,18810,He cuts into her forehead. Someone,He cuts into her forehead.,Someone,gen,stands and kisses his cheek.,smiles with ferocious intent and looks down at her hands.,"starts singing on the stage, stepping up softly.",smiles with his eyes closed.,1
108,lsmdc0001_American_Beauty-45783,10048,"The people slow down until he catches up, then the three men run together in the early morning light. Someone","The people slow down until he catches up, then the three men run together in the early morning light.",Someone,gen,goes over the railing.,watches him under the spotlight.,"hits the heavy bludger high, then misses the man landing completely.","opens the door behind him but moves closer, looking up at his craggy face.",1
109,anetv_zRNS_ebpi7o,8107,Man is taking off a violin from the case and gives it to a man. man,Man is taking off a violin from the case and gives it to a man.,man,gold,start playing the violin in a crowded stage.,"is watching in the street, sits down on a line and paddling.",is standing in front of a building and began playing.,is sitting in a chair talking and talking to blackjack.,0
110,anetv_f4UdgFrorCo,1205,"The woman rise her feet up and dance around tango. Next, the man raises the woman and they",The woman rise her feet up and dance around tango.,"Next, the man raises the woman and they",gen,turn off into the lounge and continue knitting.,dance and dance.,go in and out.,keep dance with each other.,1
111,anetv_HtCQ-OmHJl4,15159,He turns and spins extremely fast on the spot and then flings the hammer throw ball at a distance. Then he,He turns and spins extremely fast on the spot and then flings the hammer throw ball at a distance.,Then he,gold,stands and takes a look at how far the ball has reached in the field.,drops his hand and spins and wrapping his arms around someone.,"stops to gears over the perimeter of the surrounding barricade, then he is able to fly very fast into the water.","stops and runs, throwing his stilts in a lot while the crowd watches him do several stunts and springs.",0
112,lsmdc3017_CHRONICLE-7001,8319,Someone switches on the light. Someone,Someone switches on the light.,Someone,gen,jumps on his bed and is still asleep in his seat.,points at the document placed on his shoulders.,presses a button on a bedside panel.,"stands, facing the window of a museum, which lying on someone's back.",2
113,anetv_op58Lalekrk,3634,She picks the flute back up and begins playing. People,She picks the flute back up and begins playing.,People,gold,come up behind someone.,are in the break dancing and people facing each other.,are seen watching her play.,shows the exact same character that she had lost in the end.,2
114,anetv_aDWrPrNFdR0,5134,"The guy threw the ball in opposite side but the girl in orange blew the ball away, then the she threw the ball to the other side of the table. A man","The guy threw the ball in opposite side but the girl in orange blew the ball away, then the she threw the ball to the other side of the table.",A man,gen,"ran after the ball, put it back and threw the calf he landed on.","wearing a blue uniform stands outside a soccer game while also a team passes up the ball, cutting the rope.","hits it with the ball, but he pulled it back and the two men walked thrown.",in red walked next to her.,3
115,lsmdc3051_NANNY_MCPHEE_RETURNS-25154,18628,Someone's silhouette appears in profile above them. The figure,Someone's silhouette appears in profile above them.,The figure,gold,features a row of houses and steel statues.,is engulfed in a blue light.,of someone's mother is now pinned before the tree.,taps her walking stick.,3
116,lsmdc1055_Marley_and_me-96561,9824,They jog past a tanned young woman in a skimpy bikini. Someone,They jog past a tanned young woman in a skimpy bikini.,Someone,gold,starts to cross his clothes.,stops for a breather.,pulls the blanket up over their shoulders.,grins and sucks on the spot.,1
117,lsmdc3079_THINK_LIKE_A_MAN-36895,9168,"Someone spots him from the doorway. Meanwhile, someone",Someone spots him from the doorway.,"Meanwhile, someone",gold,flies past the giants.,pushes a plate of half - eaten food away and rests his head on his hand.,"and someone move straight through the crowd across to a intersection, as someone stands to the corner and stares at one of the photos",and the girls exit the sunroom.,1
118,lsmdc3036_IN_TIME-15447,10317,"At night, the Roadster turns. It","At night, the Roadster turns.",It,gold,"rise off the roof, exposing the abandoned car and son lifting it into the air.",pulls up to a vast opulent mansion with a column - framed entrance.,'s in the driver seat.,rings back into london.,1
119,anetv_ijSmiDjlmlU,9010,We see a child in a robe near a pool. The child,We see a child in a robe near a pool.,The child,gold,starts brushing under his face headband.,runs forward and rocks her dog.,washes cassettes and towel.,takes off the robe.,3
120,lsmdc1039_The_Queen-87893,15234,"As she sits for a portrait wearing formal robes of state, someone's attention is drawn by television news coverage of someone. He is dressed in a lounge suit with no jacket and he","As she sits for a portrait wearing formal robes of state, someone's attention is drawn by television news coverage of someone.",He is dressed in a lounge suit with no jacket and he,gen,takes out his last cigarette.,sits at the table.,begins writing as he bows.,hoists her onto his ruefully.,1
